person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio,residual_income_after_loan,employment_tenure_band,risk_level
34,30000,OWN,0.0,MEDICAL,A,6000,7.29,0,0.2,N,9,0.2,24000,NEW,LOW
33,132444,RENT,4.0,EDUCATION,B,2000,11.36,0,0.02,N,9,0.0151,130444,EARLY,LOW
35,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,10000,13.43,1,0.33,N,7,0.3333,20000,EARLY,LOW
31,30000,RENT,1.0,HOMEIMPROVEMENT,B,2050,8.88,1,0.07,N,7,0.0683,27950,NEW,LOW
29,60000,RENT,13.0,PERSONAL,C,2075,15.23,0,0.03,N,7,0.0346,57925,LONG,LOW
33,30000,OWN,1.0,VENTURE,C,5000,12.68,0,0.17,Y,10,0.1667,25000,NEW,MEDIUM
30,11292,RENT,4.0,MEDICAL,A,2100,6.76,1,0.19,N,6,0.186,9192,EARLY,LOW
30,12500,RENT,0.0,PERSONAL,D,2100,12.49,1,0.17,Y,7,0.168,10400,NEW,MEDIUM
33,14400,RENT,0.0,VENTURE,D,2100,15.21,1,0.15,Y,10,0.1458,12300,NEW,HIGH
34,21000,RENT,2.0,MEDICAL,A,2100,7.88,0,0.1,N,8,0.1,18900,EARLY,LOW
29,31632,RENT,2.0,PERSONAL,B,2100,10.99,0,0.07,N,6,0.0664,29532,EARLY,LOW
27,33500,RENT,0.0,MEDICAL,B,2100,12.21,0,0.06,N,9,0.0627,31400,NEW,LOW
29,30000,MORTGAGE,3.0,VENTURE,A,6000,5.79,0,0.2,N,8,0.2,24000,EARLY,LOW
27,39000,RENT,3.0,DEBTCONSOLIDATION,B,2100,10.99,0,0.05,N,6,0.0538,36900,EARLY,LOW
32,51996,RENT,6.0,MEDICAL,C,2100,10.99,0,0.04,Y,7,0.0404,49896,MID,MEDIUM
28,30000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.29,0,0.1,N,5,0.1,27000,MID,LOW
33,30000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.33,N,6,0.3333,20000,LONG,LOW
28,35000,RENT,6.0,VENTURE,C,2125,15.27,0,0.06,N,6,0.0607,32875,MID,LOW
28,20000,RENT,0.0,MEDICAL,B,2150,10.37,0,0.11,N,6,0.1075,17850,NEW,LOW
27,24000,RENT,1.0,MEDICAL,C,2150,14.72,0,0.09,N,7,0.0896,21850,NEW,LOW
34,30000,RENT,3.0,PERSONAL,A,14000,8.9,1,0.47,N,7,0.4667,16000,EARLY,MEDIUM
27,30548,RENT,0.0,PERSONAL,A,14000,7.88,1,0.46,N,5,0.4583,16548,NEW,MEDIUM
30,33200,RENT,4.0,VENTURE,A,14000,7.29,1,0.42,N,10,0.4217,19200,EARLY,MEDIUM
28,33600,RENT,9.0,EDUCATION,C,14000,10.99,1,0.42,Y,5,0.4167,19600,MID,HIGH
27,35000,RENT,0.0,PERSONAL,C,14000,14.27,1,0.4,Y,8,0.4,21000,NEW,HIGH
28,29000,RENT,8.0,HOMEIMPROVEMENT,B,14000,11.99,1,0.48,N,9,0.4828,15000,MID,MEDIUM
34,36000,RENT,5.0,DEBTCONSOLIDATION,A,14000,7.51,1,0.39,N,6,0.3889,22000,MID,MEDIUM
35,37000,RENT,5.0,DEBTCONSOLIDATION,A,14000,7.88,1,0.38,N,8,0.3784,23000,MID,MEDIUM
30,40000,RENT,2.0,MEDICAL,C,14000,12.73,1,0.35,N,8,0.35,26000,EARLY,LOW
27,34000,RENT,4.0,MEDICAL,G,14000,19.82,1,0.41,N,10,0.4118,20000,EARLY,HIGH
28,40000,RENT,2.0,PERSONAL,B,14000,11.89,1,0.35,N,5,0.35,26000,EARLY,LOW
29,40404,RENT,4.0,VENTURE,A,14000,8.49,1,0.35,N,10,0.3465,26404,EARLY,LOW
28,30000,OWN,1.0,HOMEIMPROVEMENT,C,7500,12.98,0,0.25,N,8,0.25,22500,NEW,LOW
29,14400,RENT,4.0,DEBTCONSOLIDATION,A,2200,5.99,0,0.15,N,10,0.1528,12200,EARLY,LOW
29,15000,RENT,4.0,PERSONAL,C,2200,13.48,1,0.15,N,10,0.1467,12800,EARLY,LOW
34,30000,MORTGAGE,5.0,VENTURE,A,14000,7.51,0,0.47,N,8,0.4667,16000,MID,MEDIUM
29,17004,RENT,8.0,HOMEIMPROVEMENT,A,2200,9.32,1,0.13,N,5,0.1294,14804,MID,LOW
28,30000,MORTGAGE,4.0,EDUCATION,A,3000,6.76,0,0.1,N,9,0.1,27000,EARLY,LOW
31,30000,RENT,4.0,MEDICAL,A,2200,7.49,0,0.07,N,10,0.0733,27800,EARLY,LOW
31,38400,RENT,3.0,EDUCATION,C,2200,13.06,0,0.06,Y,10,0.0573,36200,EARLY,MEDIUM
35,40000,RENT,2.0,MEDICAL,B,2200,10.99,0,0.06,N,10,0.055,37800,EARLY,LOW
31,42000,RENT,2.0,DEBTCONSOLIDATION,A,2200,9.63,0,0.05,N,8,0.0524,39800,EARLY,LOW
27,39500,RENT,0.0,MEDICAL,D,2200,10.99,1,0.06,Y,8,0.0557,37300,NEW,MEDIUM
32,44004,RENT,5.0,MEDICAL,D,2200,15.65,1,0.05,N,5,0.05,41804,MID,LOW
30,52416,RENT,13.0,MEDICAL,B,2200,10.99,0,0.04,N,8,0.042,50216,LONG,LOW
27,70000,RENT,8.0,HOMEIMPROVEMENT,B,2200,10.74,0,0.03,N,8,0.0314,67800,MID,LOW
30,30000,OWN,14.0,PERSONAL,A,5000,7.14,0,0.17,N,7,0.1667,25000,LONG,LOW
28,80000,RENT,5.0,DEBTCONSOLIDATION,B,2200,9.99,0,0.03,N,6,0.0275,77800,MID,LOW
28,30000,MORTGAGE,3.0,MEDICAL,C,6000,13.98,0,0.2,Y,8,0.2,24000,EARLY,MEDIUM
34,120000,RENT,0.0,DEBTCONSOLIDATION,A,2200,7.51,0,0.02,N,5,0.0183,117800,NEW,LOW
27,15600,RENT,1.0,HOMEIMPROVEMENT,D,2250,18.25,1,0.14,N,6,0.1442,13350,NEW,MEDIUM
29,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,7.51,0,0.17,N,8,0.1667,25000,EARLY,LOW
28,18000,RENT,0.0,MEDICAL,A,2250,8.49,0,0.13,N,9,0.125,15750,NEW,LOW
30,42000,RENT,0.0,VENTURE,B,2250,8.88,0,0.05,N,8,0.0536,39750,NEW,LOW
27,48000,RENT,5.0,DEBTCONSOLIDATION,B,2250,10.99,0,0.05,N,7,0.0469,45750,MID,LOW
28,42000,RENT,7.0,MEDICAL,A,2250,6.99,1,0.05,N,8,0.0536,39750,MID,LOW
33,30000,MORTGAGE,8.0,VENTURE,A,12000,7.14,0,0.4,N,5,0.4,18000,MID,MEDIUM
28,37152,RENT,12.0,EDUCATION,D,2300,13.17,0,0.06,N,7,0.0619,34852,LONG,LOW
30,39000,RENT,1.0,MEDICAL,A,2300,8.59,0,0.06,N,8,0.059,36700,NEW,LOW
29,62000,RENT,4.0,DEBTCONSOLIDATION,C,2300,13.43,1,0.04,Y,6,0.0371,59700,EARLY,MEDIUM
32,60000,RENT,3.0,MEDICAL,B,2375,11.83,0,0.04,N,7,0.0396,57625,EARLY,LOW
35,71004,RENT,0.0,VENTURE,B,2375,9.25,0,0.03,N,9,0.0334,68629,NEW,LOW
34,30000,MORTGAGE,6.0,MEDICAL,B,4650,10.99,0,0.15,N,8,0.155,25350,MID,LOW
31,12000,RENT,2.0,EDUCATION,B,2400,11.71,1,0.2,N,10,0.2,9600,EARLY,LOW
28,12000,RENT,0.0,PERSONAL,C,2400,12.68,1,0.2,Y,8,0.2,9600,NEW,MEDIUM
31,12252,RENT,15.0,PERSONAL,C,2400,10.99,1,0.2,Y,10,0.1959,9852,LONG,MEDIUM
27,18000,RENT,2.0,MEDICAL,B,2400,10.65,0,0.13,N,6,0.1333,15600,EARLY,LOW
30,18000,RENT,4.0,EDUCATION,B,2400,11.49,0,0.13,N,10,0.1333,15600,EARLY,LOW
34,18000,RENT,4.0,MEDICAL,C,2400,14.79,0,0.13,N,10,0.1333,15600,EARLY,LOW
29,30000,MORTGAGE,0.0,VENTURE,C,6600,13.85,0,0.22,N,8,0.22,23400,NEW,LOW
29,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,1600,10.25,0,0.05,N,9,0.0533,28400,EARLY,LOW
30,21360,RENT,1.0,VENTURE,B,2400,10.25,0,0.11,N,9,0.1124,18960,NEW,LOW
31,22800,RENT,3.0,HOMEIMPROVEMENT,A,2400,8.49,1,0.11,N,8,0.1053,20400,EARLY,LOW
33,30000,MORTGAGE,1.0,EDUCATION,B,12250,11.36,0,0.41,N,8,0.4083,17750,NEW,MEDIUM
30,30000,MORTGAGE,3.0,VENTURE,A,5000,10.99,0,0.17,N,10,0.1667,25000,EARLY,LOW
29,23520,RENT,0.0,PERSONAL,B,2400,10.36,0,0.1,N,6,0.102,21120,NEW,LOW
34,24000,RENT,3.0,PERSONAL,C,2400,13.11,0,0.1,Y,5,0.1,21600,EARLY,MEDIUM
32,30000,MORTGAGE,2.0,EDUCATION,D,6000,15.31,0,0.2,Y,8,0.2,24000,EARLY,MEDIUM
33,30000,RENT,2.0,VENTURE,B,2400,9.91,0,0.08,N,5,0.08,27600,EARLY,LOW
29,30000,MORTGAGE,2.0,MEDICAL,A,6500,8.59,0,0.22,N,10,0.2167,23500,EARLY,LOW
28,30000,RENT,5.0,PERSONAL,B,2400,9.25,0,0.08,N,6,0.08,27600,MID,LOW
27,30000,OWN,4.0,VENTURE,B,5000,10.99,0,0.17,N,5,0.1667,25000,EARLY,LOW
31,30988,RENT,0.0,DEBTCONSOLIDATION,C,2400,13.47,0,0.08,Y,5,0.0774,28588,NEW,MEDIUM
28,31000,RENT,6.0,PERSONAL,B,2400,11.49,0,0.08,N,6,0.0774,28600,MID,LOW
30,31200,RENT,7.0,MEDICAL,D,2400,16.49,0,0.08,Y,6,0.0769,28800,MID,MEDIUM
33,34000,RENT,5.0,VENTURE,B,2400,11.99,0,0.07,N,9,0.0706,31600,MID,LOW
31,34000,RENT,2.0,MEDICAL,B,2400,12.21,0,0.07,N,5,0.0706,31600,EARLY,LOW
27,35000,RENT,2.0,VENTURE,B,2400,10.99,0,0.07,N,9,0.0686,32600,EARLY,LOW
30,29004,RENT,13.0,MEDICAL,E,2400,17.93,1,0.08,Y,7,0.0827,26604,LONG,HIGH
32,30000,OWN,4.0,MEDICAL,D,3000,15.65,0,0.1,Y,6,0.1,27000,EARLY,MEDIUM
27,30000,RENT,4.0,MEDICAL,D,2400,17.49,1,0.08,Y,10,0.08,27600,EARLY,MEDIUM
27,30069,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.99,1,0.08,Y,9,0.0798,27669,NEW,HIGH
28,37500,RENT,10.0,PERSONAL,A,2400,7.66,0,0.06,N,5,0.064,35100,LONG,LOW
27,38400,RENT,6.0,MEDICAL,B,2400,10.65,0,0.06,N,6,0.0625,36000,MID,LOW
30,39000,RENT,1.0,DEBTCONSOLIDATION,B,2400,10.99,0,0.06,N,7,0.0615,36600,NEW,LOW
35,39800,RENT,5.0,DEBTCONSOLIDATION,B,2400,11.71,0,0.06,N,10,0.0603,37400,MID,LOW
31,39996,RENT,4.0,MEDICAL,B,2400,10.99,0,0.06,N,9,0.06,37596,EARLY,LOW
30,40000,RENT,6.0,MEDICAL,A,2400,8.49,0,0.06,N,10,0.06,37600,MID,LOW
30,34000,RENT,0.0,MEDICAL,D,2400,15.57,1,0.07,Y,5,0.0706,31600,NEW,HIGH
34,40000,RENT,1.0,DEBTCONSOLIDATION,A,2400,9.32,0,0.06,N,7,0.06,37600,NEW,LOW
28,35000,RENT,4.0,DEBTCONSOLIDATION,A,2400,7.29,1,0.07,N,9,0.0686,32600,EARLY,LOW
28,30000,MORTGAGE,2.0,MEDICAL,A,10500,8.94,0,0.35,N,8,0.35,19500,EARLY,LOW
34,30000,MORTGAGE,4.0,EDUCATION,A,7300,9.32,0,0.24,N,9,0.2433,22700,EARLY,LOW
29,30000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,8000,12.84,0,0.27,N,8,0.2667,22000,EARLY,LOW
32,42000,RENT,3.0,PERSONAL,B,2400,9.62,0,0.06,N,7,0.0571,39600,EARLY,LOW
27,42000,RENT,3.0,VENTURE,A,2400,6.54,0,0.06,N,10,0.0571,39600,EARLY,LOW
31,43812,RENT,2.0,MEDICAL,C,2400,14.35,0,0.05,N,5,0.0548,41412,EARLY,LOW
32,45000,RENT,3.0,PERSONAL,B,2400,12.42,0,0.05,N,6,0.0533,42600,EARLY,LOW
29,45000,RENT,5.0,MEDICAL,C,2400,10.99,0,0.05,N,6,0.0533,42600,MID,LOW
30,40800,RENT,7.0,PERSONAL,B,2400,11.49,1,0.06,N,9,0.0588,38400,MID,LOW
34,47652,RENT,6.0,VENTURE,C,2400,13.22,0,0.05,Y,5,0.0504,45252,MID,MEDIUM
29,30000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,1500,13.16,0,0.05,N,8,0.05,28500,MID,LOW
34,42000,RENT,3.0,DEBTCONSOLIDATION,D,2400,13.8,1,0.06,Y,10,0.0571,39600,EARLY,MEDIUM
34,50000,RENT,0.0,VENTURE,A,2400,10.99,0,0.05,N,9,0.048,47600,NEW,LOW
34,50000,RENT,1.0,EDUCATION,C,2400,13.49,0,0.05,Y,9,0.048,47600,NEW,MEDIUM
31,50000,RENT,0.0,PERSONAL,C,2400,11.03,0,0.05,Y,8,0.048,47600,NEW,MEDIUM
30,52800,RENT,4.0,PERSONAL,B,2400,9.62,0,0.05,N,7,0.0455,50400,EARLY,LOW
29,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,15000,9.63,0,0.5,N,8,0.5,15000,NEW,MEDIUM
27,60000,RENT,3.0,VENTURE,A,2400,7.49,0,0.04,N,6,0.04,57600,EARLY,LOW
27,60500,RENT,6.0,MEDICAL,B,2400,12.69,0,0.04,N,8,0.0397,58100,MID,LOW
28,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,7500,11.78,0,0.25,N,7,0.25,22500,EARLY,LOW
29,69996,RENT,0.0,EDUCATION,B,2400,11.11,0,0.03,N,6,0.0343,67596,NEW,LOW
28,70000,RENT,4.0,HOMEIMPROVEMENT,B,2400,10.65,0,0.03,N,7,0.0343,67600,EARLY,LOW
34,70000,RENT,19.0,MEDICAL,B,2400,11.99,0,0.03,N,7,0.0343,67600,LONG,LOW
34,72000,RENT,17.0,MEDICAL,C,2400,13.16,0,0.03,N,8,0.0333,69600,LONG,LOW
27,77700,RENT,5.0,MEDICAL,C,2400,10.99,0,0.03,Y,5,0.0309,75300,MID,MEDIUM
30,82500,RENT,5.0,VENTURE,A,2400,8.9,0,0.03,N,5,0.0291,80100,MID,LOW
29,90050,RENT,3.0,HOMEIMPROVEMENT,C,2400,13.49,0,0.03,Y,9,0.0267,87650,EARLY,MEDIUM
31,78100,RENT,4.0,MEDICAL,A,2425,5.42,0,0.03,N,10,0.031,75675,EARLY,LOW
28,86400,RENT,1.0,HOMEIMPROVEMENT,B,2425,11.49,0,0.03,N,8,0.0281,83975,NEW,LOW
31,30000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,11225,13.62,1,0.37,Y,6,0.3742,18775,LONG,HIGH
28,66000,RENT,12.0,PERSONAL,D,2475,15.05,1,0.04,Y,8,0.0375,63525,LONG,MEDIUM
30,30000,MORTGAGE,1.0,EDUCATION,C,12000,10.59,0,0.4,Y,6,0.4,18000,NEW,HIGH
27,75800,RENT,0.0,EDUCATION,A,2475,6.54,0,0.03,N,8,0.0327,73325,NEW,LOW
35,10800,RENT,4.0,EDUCATION,D,2500,14.84,1,0.23,N,5,0.2315,8300,EARLY,LOW
31,30016,OWN,3.0,HOMEIMPROVEMENT,A,11000,8.94,0,0.37,N,10,0.3665,19016,EARLY,MEDIUM
29,54000,RENT,2.0,HOMEIMPROVEMENT,B,13575,11.71,1,0.25,N,10,0.2514,40425,EARLY,LOW
29,30108,MORTGAGE,4.0,EDUCATION,A,1400,8.9,1,0.05,N,9,0.0465,28708,EARLY,LOW
27,37200,RENT,0.0,MEDICAL,C,13500,10.78,1,0.36,N,6,0.3629,23700,NEW,MEDIUM
34,30144,MORTGAGE,3.0,EDUCATION,C,18000,12.84,0,0.6,Y,10,0.5971,12144,EARLY,HIGH
29,30156,OWN,4.0,VENTURE,A,7000,6.99,0,0.23,N,10,0.2321,23156,EARLY,LOW
28,30422,OWN,12.0,PERSONAL,A,5000,8.49,0,0.16,N,9,0.1644,25422,LONG,LOW
29,64402,RENT,1.0,DEBTCONSOLIDATION,A,13500,7.49,0,0.21,N,8,0.2096,50902,NEW,LOW
35,74984,RENT,2.0,VENTURE,A,13500,7.29,0,0.18,N,9,0.18,61484,EARLY,LOW
27,75805,RENT,1.0,DEBTCONSOLIDATION,E,13450,16.32,1,0.18,N,8,0.1774,62355,NEW,MEDIUM
35,30720,MORTGAGE,4.0,VENTURE,A,6000,7.49,0,0.2,N,7,0.1953,24720,EARLY,LOW
27,118000,RENT,1.0,PERSONAL,D,13425,15.99,1,0.11,Y,10,0.1138,104575,NEW,HIGH
28,62040,RENT,0.0,PERSONAL,C,13400,13.06,0,0.22,Y,6,0.216,48640,NEW,MEDIUM
31,43000,RENT,15.0,MEDICAL,B,13350,12.42,1,0.31,N,6,0.3105,29650,LONG,LOW
31,30792,MORTGAGE,15.0,HOMEIMPROVEMENT,A,5000,8.32,0,0.16,N,9,0.1624,25792,LONG,LOW
30,32040,RENT,4.0,EDUCATION,C,13275,10.99,1,0.41,N,5,0.4143,18765,EARLY,MEDIUM
33,25200,RENT,1.0,VENTURE,A,13250,7.66,1,0.53,N,6,0.5258,11950,NEW,MEDIUM
33,30929,MORTGAGE,12.0,EDUCATION,A,5300,7.68,0,0.17,N,7,0.1714,25629,LONG,LOW
28,35000,RENT,4.0,EDUCATION,B,13250,10.65,1,0.38,N,7,0.3786,21750,EARLY,MEDIUM
31,29000,RENT,7.0,HOMEIMPROVEMENT,D,13250,17.58,1,0.46,N,6,0.4569,15750,MID,MEDIUM
29,30992,MORTGAGE,3.0,EDUCATION,B,8000,11.58,1,0.26,N,9,0.2581,22992,EARLY,LOW
30,45000,RENT,2.0,VENTURE,A,13250,7.9,0,0.29,N,10,0.2944,31750,EARLY,LOW
29,46000,RENT,11.0,MEDICAL,D,13250,17.27,1,0.29,Y,6,0.288,32750,LONG,MEDIUM
29,30996,MORTGAGE,8.0,MEDICAL,A,8875,7.66,0,0.29,N,9,0.2863,22121,MID,LOW
32,30996,MORTGAGE,1.0,EDUCATION,C,2400,13.8,0,0.08,Y,7,0.0774,28596,NEW,MEDIUM
31,88000,RENT,1.0,DEBTCONSOLIDATION,B,13225,12.42,0,0.15,N,7,0.1503,74775,NEW,LOW
29,28000,RENT,9.0,MEDICAL,A,13200,6.17,1,0.47,N,10,0.4714,14800,MID,MEDIUM
34,40000,RENT,2.0,PERSONAL,B,13200,12.42,1,0.33,N,8,0.33,26800,EARLY,LOW
34,40000,RENT,2.0,VENTURE,C,13200,10.99,1,0.33,Y,6,0.33,26800,EARLY,MEDIUM
27,31000,OWN,3.0,HOMEIMPROVEMENT,B,5500,10.65,0,0.18,N,7,0.1774,25500,EARLY,LOW
32,70000,RENT,6.0,MEDICAL,C,13200,13.49,0,0.19,N,6,0.1886,56800,MID,LOW
29,31000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9950,7.9,0,0.32,N,6,0.321,21050,NEW,LOW
30,31000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,2400,10.65,1,0.08,N,5,0.0774,28600,LONG,LOW
28,31000,MORTGAGE,0.0,VENTURE,B,11300,9.91,0,0.36,N,5,0.3645,19700,NEW,MEDIUM
34,90000,RENT,0.0,EDUCATION,B,13200,10.74,0,0.15,N,5,0.1467,76800,NEW,LOW
31,31692,RENT,2.0,VENTURE,D,13150,13.24,1,0.41,Y,5,0.4149,18542,EARLY,HIGH
32,31000,MORTGAGE,4.0,VENTURE,A,12000,5.42,0,0.39,N,6,0.3871,19000,EARLY,MEDIUM
33,51200,RENT,1.0,VENTURE,E,13075,16.7,1,0.26,Y,8,0.2554,38125,NEW,HIGH
32,31000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,13000,10.99,1,0.42,N,8,0.4194,18000,MID,MEDIUM
34,92500,RENT,4.0,DEBTCONSOLIDATION,A,13050,7.66,0,0.14,N,5,0.1411,79450,EARLY,LOW
34,31000,MORTGAGE,0.0,EDUCATION,C,4200,13.72,0,0.14,Y,7,0.1355,26800,NEW,MEDIUM
31,25000,RENT,0.0,MEDICAL,A,13000,8.9,1,0.52,N,7,0.52,12000,NEW,MEDIUM
31,27600,RENT,16.0,DEBTCONSOLIDATION,A,13000,6.54,1,0.47,N,9,0.471,14600,LONG,MEDIUM
28,29000,RENT,6.0,EDUCATION,C,13000,14.26,1,0.45,Y,8,0.4483,16000,MID,HIGH
27,30000,RENT,3.0,PERSONAL,A,13000,7.88,1,0.43,N,10,0.4333,17000,EARLY,MEDIUM
28,33000,RENT,3.0,DEBTCONSOLIDATION,A,13000,7.9,1,0.39,N,6,0.3939,20000,EARLY,MEDIUM
35,31000,MORTGAGE,9.0,EDUCATION,C,15000,13.16,0,0.48,N,9,0.4839,16000,MID,MEDIUM
30,36000,RENT,0.0,MEDICAL,C,13000,13.61,1,0.36,N,8,0.3611,23000,NEW,MEDIUM
34,31075,MORTGAGE,3.0,EDUCATION,A,7400,7.51,0,0.24,N,6,0.2381,23675,EARLY,LOW
29,30288,RENT,13.0,PERSONAL,C,13000,14.35,1,0.43,N,8,0.4292,17288,LONG,MEDIUM
27,37000,RENT,1.0,EDUCATION,B,13000,9.91,1,0.35,N,10,0.3514,24000,NEW,MEDIUM
31,37000,RENT,3.0,PERSONAL,A,13000,6.92,1,0.35,N,6,0.3514,24000,EARLY,MEDIUM
27,37800,RENT,1.0,DEBTCONSOLIDATION,B,13000,11.83,1,0.34,N,5,0.3439,24800,NEW,LOW
27,31200,MORTGAGE,4.0,EDUCATION,C,15000,14.27,0,0.48,Y,10,0.4808,16200,EARLY,HIGH
28,33600,RENT,0.0,MEDICAL,D,13000,14.61,1,0.39,N,8,0.3869,20600,NEW,MEDIUM
27,40000,RENT,1.0,VENTURE,C,13000,13.48,1,0.33,N,7,0.325,27000,NEW,LOW
31,36000,RENT,5.0,HOMEIMPROVEMENT,E,13000,20.3,1,0.36,Y,5,0.3611,23000,MID,HIGH
27,45000,RENT,11.0,DEBTCONSOLIDATION,A,13000,8.94,0,0.29,N,6,0.2889,32000,LONG,LOW
27,46000,RENT,5.0,EDUCATION,D,13000,14.59,0,0.28,Y,10,0.2826,33000,MID,MEDIUM
30,47000,RENT,2.0,DEBTCONSOLIDATION,B,13000,9.63,0,0.28,N,5,0.2766,34000,EARLY,LOW
27,47000,RENT,1.0,MEDICAL,B,13000,10.99,0,0.28,N,5,0.2766,34000,NEW,LOW
33,44000,RENT,10.0,HOMEIMPROVEMENT,B,13000,9.91,1,0.3,N,6,0.2955,31000,LONG,LOW
35,21600,RENT,1.0,EDUCATION,C,2500,14.35,0,0.12,Y,8,0.1157,19100,NEW,MEDIUM
29,21996,RENT,4.0,DEBTCONSOLIDATION,C,2500,13.11,1,0.11,Y,8,0.1137,19496,EARLY,MEDIUM
27,22708,RENT,6.0,VENTURE,D,2500,14.84,1,0.11,Y,8,0.1101,20208,MID,MEDIUM
27,24000,RENT,2.0,MEDICAL,B,2500,10.65,0,0.1,N,9,0.1042,21500,EARLY,LOW
32,24000,RENT,2.0,MEDICAL,B,2500,10.37,0,0.1,N,5,0.1042,21500,EARLY,LOW
27,31200,MORTGAGE,3.0,PERSONAL,B,3600,11.48,0,0.12,N,7,0.1154,27600,EARLY,LOW
27,31200,OWN,0.0,MEDICAL,F,14000,18.09,1,0.45,Y,6,0.4487,17200,NEW,HIGH
27,31200,OWN,1.0,DEBTCONSOLIDATION,E,7000,16.35,1,0.22,Y,10,0.2244,24200,NEW,HIGH
32,24000,RENT,2.0,MEDICAL,A,2500,7.74,0,0.1,N,9,0.1042,21500,EARLY,LOW
27,31200,MORTGAGE,1.0,DEBTCONSOLIDATION,B,12300,12.53,0,0.39,N,10,0.3942,18900,NEW,MEDIUM
27,31200,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,7.74,0,0.24,N,8,0.2404,23700,NEW,LOW
31,25000,RENT,0.0,PERSONAL,A,2500,7.4,0,0.1,N,6,0.1,22500,NEW,LOW
27,25800,RENT,11.0,EDUCATION,C,2500,10.99,0,0.1,Y,5,0.0969,23300,LONG,MEDIUM
28,26004,RENT,0.0,PERSONAL,C,2500,13.99,0,0.1,Y,8,0.0961,23504,NEW,MEDIUM
27,26400,RENT,3.0,VENTURE,C,2500,13.23,0,0.09,Y,10,0.0947,23900,EARLY,MEDIUM
31,31323,MORTGAGE,6.0,DEBTCONSOLIDATION,C,2500,13.22,1,0.08,N,5,0.0798,28823,MID,LOW
27,26592,RENT,1.0,PERSONAL,A,2500,7.14,1,0.09,N,6,0.094,24092,NEW,LOW
27,31416,OWN,0.0,VENTURE,B,8000,11.12,0,0.25,N,5,0.2546,23416,NEW,LOW
29,28080,RENT,1.0,MEDICAL,B,2500,10.99,0,0.09,N,8,0.089,25580,NEW,LOW
34,31500,MORTGAGE,16.0,PERSONAL,B,6000,10.99,0,0.19,N,8,0.1905,25500,LONG,LOW
34,28800,RENT,0.0,PERSONAL,F,2500,21.36,1,0.09,N,9,0.0868,26300,NEW,MEDIUM
27,30000,RENT,3.0,MEDICAL,B,2500,11.14,0,0.08,N,5,0.0833,27500,EARLY,LOW
31,31600,MORTGAGE,4.0,MEDICAL,B,7500,11.36,0,0.24,N,10,0.2373,24100,EARLY,LOW
29,32108,RENT,4.0,VENTURE,E,2500,15.68,1,0.08,Y,5,0.0779,29608,EARLY,HIGH
32,31776,OWN,4.0,MEDICAL,C,3400,13.16,0,0.11,N,8,0.107,28376,EARLY,LOW
32,36000,RENT,1.0,PERSONAL,B,2500,10.0,0,0.07,N,6,0.0694,33500,NEW,LOW
27,31850,MORTGAGE,8.0,VENTURE,B,14125,10.65,0,0.44,N,8,0.4435,17725,MID,MEDIUM
31,30000,RENT,1.0,HOMEIMPROVEMENT,C,2500,13.57,1,0.08,Y,8,0.0833,27500,NEW,MEDIUM
28,32000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,8575,17.58,1,0.27,N,7,0.268,23425,EARLY,LOW
33,32400,RENT,6.0,MEDICAL,D,2500,15.33,1,0.08,Y,10,0.0772,29900,MID,MEDIUM
35,33000,RENT,3.0,MEDICAL,D,2500,15.62,1,0.08,Y,7,0.0758,30500,EARLY,MEDIUM
32,39400,RENT,2.0,MEDICAL,A,2500,7.14,0,0.06,N,9,0.0635,36900,EARLY,LOW
31,39420,RENT,0.0,MEDICAL,C,2500,15.27,0,0.06,Y,8,0.0634,36920,NEW,HIGH
27,40000,RENT,4.0,EDUCATION,A,2500,6.99,0,0.06,N,5,0.0625,37500,EARLY,LOW
30,40000,RENT,8.0,VENTURE,A,2500,5.79,0,0.06,N,10,0.0625,37500,MID,LOW
31,40000,RENT,5.0,MEDICAL,C,2500,13.23,0,0.06,Y,5,0.0625,37500,MID,MEDIUM
34,42000,RENT,2.0,MEDICAL,B,2500,10.59,0,0.06,N,6,0.0595,39500,EARLY,LOW
28,42000,RENT,9.0,EDUCATION,A,2500,8.49,0,0.06,N,8,0.0595,39500,MID,LOW
28,32000,MORTGAGE,4.0,EDUCATION,B,12000,12.69,1,0.38,N,10,0.375,20000,EARLY,MEDIUM
